date,new,NTotal_ExposureOnly,domestic-contactWithCase,domestic-contactWithTraveller,domestic-unknown,infopending,internationalTravel,cumulative,cumulativeNTotal_ExposureOnly,doubleFlagTest,shaded
2020-02-17,1,1,0,0,0,0,1,28,28,0,
2020-02-18,3,3,3,0,0,0,0,31,31,0,
2020-02-19,3,3,1,0,1,0,1,34,34,0,
2020-02-20,6,6,1,1,2,0,2,40,40,1,
2020-02-21,2,2,0,0,0,0,2,42,42,0,
2020-02-22,5,5,0,0,2,0,3,47,47,0,
2020-02-23,16,16,7,0,3,0,6,63,63,0,
2020-02-24,14,14,3,0,4,0,7,77,77,0,
2020-02-25,16,16,5,0,2,0,9,93,93,1,
2020-02-26,12,12,6,1,3,0,2,105,105,0,
2020-02-27,24,24,13,0,6,0,5,129,129,0,
2020-02-28,36,36,19,0,4,0,13,165,165,0,
2020-02-29,27,27,10,0,5,1,11,192,192,1,
2020-03-01,47,47,11,0,12,4,20,239,239,0,
2020-03-02,47,47,8,0,10,0,29,286,286,0,
2020-03-03,51,51,15,0,10,0,26,337,337,0,
2020-03-04,48,48,10,1,10,2,25,385,385,1,
2020-03-05,62,62,14,1,18,0,29,447,447,0,
2020-03-06,82,82,16,0,26,3,37,529,529,0,
2020-03-07,90,90,17,4,27,1,41,619,619,0,
2020-03-08,131,129,31,3,33,6,56,750,748,0,
2020-03-09,221,221,67,10,55,2,87,971,969,1,
2020-03-10,257,257,67,8,65,6,111,1228,1226,0,
2020-03-11,295,295,81,12,75,7,120,1523,1521,0,
2020-03-12,383,383,104,8,116,9,146,1906,1904,0,
2020-03-13,458,456,127,11,151,13,154,2364,2360,1,
2020-03-14,458,453,98,13,168,10,164,2822,2813,0,
2020-03-15,594,590,160,11,193,15,211,3416,3403,0,
2020-03-16,830,826,261,9,288,19,249,4246,4229,0,
2020-03-17,854,851,269,17,297,25,243,5100,5080,1,
2020-03-18,952,940,275,19,334,30,282,6052,6020,0,
2020-03-19,805,796,256,13,287,25,215,6857,6816,0,
2020-03-20,994,988,347,21,379,32,209,7851,7804,0,
2020-03-21,866,857,303,10,299,19,226,8717,8661,0,
2020-03-22,831,828,313,12,307,17,179,9548,9489,0,
2020-03-23,1013,1010,429,15,378,32,156,10561,10499,1,
2020-03-24,910,901,377,19,327,29,149,11471,11400,0,
2020-03-25,909,902,425,10,334,31,102,12380,12302,0,
2020-03-26,825,817,397,12,283,30,95,13205,13119,0,
2020-03-27,910,900,438,8,329,54,71,14115,14019,0,
2020-03-28,894,884,439,8,322,44,71,15009,14903,0,
2020-03-29,809,803,446,9,273,30,45,15818,15706,0,
2020-03-30,1038,1034,549,11,355,56,63,16856,16740,0,
2020-03-31,864,860,489,3,264,45,59,17720,17600,0,
2020-04-01,1218,1209,726,12,326,71,74,18938,18809,0,
2020-04-02,1056,1053,701,8,245,61,38,19994,19862,0,
2020-04-03,1253,1251,835,7,280,80,49,21247,21113,1,
2020-04-04,1107,1106,712,7,256,102,29,22354,22219,0,
2020-04-05,999,998,642,5,256,74,21,23353,23217,0,
2020-04-06,1317,1312,811,11,379,100,11,24670,24529,0,
2020-04-07,1197,1195,745,13,317,109,11,25867,25724,0,
2020-04-08,1335,1334,837,10,352,130,5,27202,27058,0,
2020-04-09,1377,1374,845,14,392,118,5,28579,28432,0,
2020-04-10,1607,1606,971,19,449,163,4,30186,30038,0,
2020-04-11,1548,1547,883,11,464,185,4,31734,31585,0,
2020-04-12,1399,1397,810,16,407,163,1,33133,32982,0,
2020-04-13,1934,1932,1036,32,629,229,6,35067,34914,0,
2020-04-14,1690,1689,971,21,523,171,3,36757,36603,0,
2020-04-15,1765,1760,1037,21,494,204,4,38522,38363,0,
2020-04-16,1813,1811,994,18,645,153,1,40335,40174,0,
2020-04-17,1805,1804,964,17,599,221,3,42140,41978,0,
2020-04-18,1606,1604,980,21,453,147,3,43746,43582,1,
2020-04-19,1201,1199,714,15,368,98,4,44947,44781,0,
2020-04-20,1774,1772,991,11,604,164,2,46721,46553,0,
2020-04-21,1392,1391,757,13,493,124,4,48113,47944,0,
2020-04-22,1469,1468,820,12,521,113,2,49582,49412,0,
2020-04-23,1505,1504,813,20,544,126,1,51087,50916,0,
2020-04-24,1472,1470,821,10,537,100,2,52559,52386,0,
2020-04-25,1363,1360,752,15,518,72,3,53922,53746,0,
2020-04-26,1286,1286,753,13,452,64,4,55208,55032,0,
2020-04-27,1603,1602,850,11,619,117,5,56811,56634,0,
2020-04-28,1401,1401,823,19,473,80,6,58212,58035,0,
2020-04-29,1398,1398,733,4,574,85,2,59610,59433,0,
2020-04-30,1325,1325,758,5,489,71,2,60935,60758,0,
2020-05-01,1447,1446,824,8,544,66,4,62382,62204,0,
2020-05-02,1041,1040,639,8,339,54,0,63423,63244,0,
2020-05-03,998,996,598,6,358,28,6,64421,64240,0,
2020-05-04,1233,1233,723,6,458,46,0,65654,65473,0,
2020-05-05,1170,1169,671,6,435,56,1,66824,66642,0,
2020-05-06,1005,1004,574,8,375,45,2,67829,67646,0,
2020-05-07,1058,1058,635,6,345,67,5,68887,68704,0,
2020-05-08,1087,1086,650,5,374,56,1,69974,69790,0,
2020-05-09,981,981,579,9,351,38,4,70955,70771,0,
2020-05-10,877,877,530,6,294,44,3,71832,71648,0,
2020-05-11,1159,1159,679,5,419,51,5,72991,72807,0,
2020-05-12,1044,1044,607,6,371,54,6,74035,73851,0,
2020-05-13,1036,1033,598,3,397,33,2,75071,74884,0,
2020-05-14,1091,1091,626,3,399,57,6,76162,75975,0,
2020-05-15,1223,1223,721,0,442,49,11,77385,77198,0,
2020-05-16,969,969,546,2,396,24,1,78354,78167,0,
2020-05-17,899,899,522,2,335,32,8,79253,79066,0,
2020-05-18,1062,1060,580,2,431,45,2,80315,80126,0,
2020-05-19,904,904,543,3,318,38,2,81219,81030,0,
2020-05-20,1019,1019,595,1,375,47,1,82238,82049,0,
2020-05-21,804,804,517,3,258,23,3,83042,82853,0,
2020-05-22,800,799,478,0,301,16,4,83842,83652,0,
2020-05-23,686,686,445,1,212,25,3,84528,84338,0,
2020-05-24,636,634,382,0,230,21,1,85164,84972,0,
2020-05-25,786,786,471,3,279,31,2,85950,85758,0,
2020-05-26,711,711,426,1,252,27,5,86661,86469,0,
2020-05-27,688,687,393,2,277,14,1,87349,87156,0,
2020-05-28,560,560,343,2,199,15,1,87909,87716,1,
2020-05-29,684,684,361,0,245,74,4,88593,88400,0,
2020-05-30,543,539,325,2,175,36,1,89136,88939,0,
2020-05-31,412,411,258,0,134,15,4,89548,89350,0,
2020-06-01,617,617,349,5,221,38,4,90165,89967,0,
2020-06-02,475,474,297,1,141,29,6,90640,90441,0,
2020-06-03,452,452,279,3,141,27,2,91092,90893,0,
2020-06-04,431,430,228,1,154,38,9,91523,91323,0,
2020-06-05,428,424,235,1,129,56,3,91951,91747,0,
2020-06-06,344,342,201,1,92,46,2,92295,92089,0,
2020-06-07,298,297,188,1,90,17,1,92593,92386,0,
2020-06-08,392,386,233,6,106,32,9,92985,92772,0,
2020-06-09,353,350,191,3,114,39,3,93338,93122,0,
2020-06-10,416,413,212,4,122,67,8,93754,93535,0,
2020-06-11,344,340,210,3,103,20,4,94098,93875,0,
2020-06-12,350,344,194,5,101,41,3,94448,94219,0,
2020-06-13,238,237,120,1,79,34,3,94686,94456,0,
2020-06-14,261,258,147,0,89,17,5,94947,94714,0,
2020-06-15,330,327,174,2,118,27,6,95277,95041,0,
2020-06-16,309,299,157,2,88,49,3,95586,95340,0,
2020-06-17,302,293,153,0,93,43,4,95888,95633,0,
2020-06-18,238,223,119,1,76,25,2,96126,95856,0,
2020-06-19,248,247,124,0,72,46,5,96374,96103,0,
2020-06-20,204,204,84,0,66,52,2,96578,96307,0,
2020-06-21,137,137,61,0,57,17,2,96715,96444,0,
2020-06-22,149,145,62,0,47,35,1,96864,96589,0,
2020-06-23,126,125,46,0,45,34,0,96990,96714,0,
2020-06-24,142,142,37,0,37,66,2,97132,96856,0,
2020-06-25,231,231,25,0,19,187,0,97363,97087,0,
2020-06-26,53,53,3,0,15,35,0,97416,97140,,
2020-06-27,14,14,4,0,7,3,0,97430,97154,,
2020-06-28,0,0,0,0,0,0,0,97430,97154,,
2020-06-29,0,0,0,0,0,0,0,97430,97154,,
