date,new,NTotal_ExposureOnly,domestic-contactWithCase,domestic-contactWithTraveller,domestic-unknown,infopending,internationalTravel,cumulative,cumulativeNTotal_ExposureOnly,doubleFlagTest,shaded
2020-02-17,1,1,0,0,0,0,1,28,28,0,
2020-02-18,3,3,3,0,0,0,0,31,31,0,
2020-02-19,3,3,1,0,1,0,1,34,34,0,
2020-02-20,6,6,1,1,2,0,2,40,40,1,
2020-02-21,2,2,0,0,0,0,2,42,42,0,
2020-02-22,5,5,0,0,2,0,3,47,47,0,
2020-02-23,16,16,7,0,3,0,6,63,63,0,
2020-02-24,14,14,3,0,4,0,7,77,77,0,
2020-02-25,16,16,5,0,2,0,9,93,93,1,
2020-02-26,12,12,6,1,3,0,2,105,105,0,
2020-02-27,24,24,13,0,6,0,5,129,129,0,
2020-02-28,36,36,19,0,4,0,13,165,165,0,
2020-02-29,27,27,10,0,5,1,11,192,192,1,
2020-03-01,47,47,11,0,12,4,20,239,239,0,
2020-03-02,47,47,8,0,10,0,29,286,286,0,
2020-03-03,51,51,15,0,10,0,26,337,337,0,
2020-03-04,48,48,11,1,10,1,25,385,385,1,
2020-03-05,62,62,14,1,18,0,29,447,447,0,
2020-03-06,83,83,16,0,26,3,38,530,530,0,
2020-03-07,89,89,17,4,27,1,40,619,619,0,
2020-03-08,131,129,31,3,34,5,56,750,748,0,
2020-03-09,222,222,67,10,55,2,88,972,970,1,
2020-03-10,258,258,67,8,66,6,111,1230,1228,0,
2020-03-11,297,297,82,12,76,7,120,1527,1525,0,
2020-03-12,384,384,105,8,115,9,147,1911,1909,0,
2020-03-13,457,455,128,10,152,11,154,2368,2364,1,
2020-03-14,459,454,99,14,169,9,163,2827,2818,0,
2020-03-15,596,592,159,11,195,14,213,3423,3410,0,
2020-03-16,831,827,261,9,288,19,250,4254,4237,0,
2020-03-17,856,853,268,17,299,24,245,5110,5090,1,
2020-03-18,954,942,277,19,335,28,283,6064,6032,0,
2020-03-19,807,798,257,13,288,24,216,6871,6830,0,
2020-03-20,998,992,350,21,381,31,209,7869,7822,0,
2020-03-21,866,857,303,10,301,17,226,8735,8679,0,
2020-03-22,829,826,315,12,306,16,177,9564,9505,0,
2020-03-23,1017,1014,433,15,380,29,157,10581,10519,1,
2020-03-24,916,907,379,19,330,29,150,11497,11426,0,
2020-03-25,916,909,433,10,335,29,102,12413,12335,0,
2020-03-26,828,820,399,12,282,32,95,13241,13155,0,
2020-03-27,916,906,442,8,331,53,72,14157,14061,0,
2020-03-28,900,890,446,8,322,43,71,15057,14951,0,
2020-03-29,810,804,446,9,276,28,45,15867,15755,0,
2020-03-30,1041,1037,552,11,356,55,63,16908,16792,0,
2020-03-31,876,872,498,3,269,43,59,17784,17664,0,
2020-04-01,1220,1211,725,12,329,71,74,19004,18875,0,
2020-04-02,1061,1058,707,8,245,60,38,20065,19933,0,
2020-04-03,1259,1257,842,7,284,75,49,21324,21190,1,
2020-04-04,1104,1103,714,7,254,99,29,22428,22293,0,
2020-04-05,1004,1003,649,5,258,70,21,23432,23296,0,
2020-04-06,1319,1314,814,11,378,100,11,24751,24610,0,
2020-04-07,1198,1196,747,13,320,105,11,25949,25806,0,
2020-04-08,1333,1332,842,10,351,124,5,27282,27138,0,
2020-04-09,1378,1375,850,14,391,115,5,28660,28513,0,
2020-04-10,1610,1609,977,19,448,160,5,30270,30122,0,
2020-04-11,1550,1549,883,11,469,182,4,31820,31671,0,
2020-04-12,1404,1402,809,16,410,165,2,33224,33073,0,
2020-04-13,1917,1915,1033,32,633,211,6,35141,34988,0,
2020-04-14,1693,1692,971,21,528,169,3,36834,36680,0,
2020-04-15,1758,1753,1046,21,492,190,4,38592,38433,0,
2020-04-16,1813,1811,1002,18,643,147,1,40405,40244,0,
2020-04-17,1811,1810,977,17,596,217,3,42216,42054,0,
2020-04-18,1616,1614,986,21,460,144,3,43832,43668,1,
2020-04-19,1206,1204,722,15,368,95,4,45038,44872,0,
2020-04-20,1784,1782,996,11,611,161,3,46822,46654,0,
2020-04-21,1409,1408,775,13,496,120,4,48231,48062,0,
2020-04-22,1474,1473,826,12,524,109,2,49705,49535,0,
2020-04-23,1515,1514,820,20,548,125,1,51220,51049,0,
2020-04-24,1494,1492,842,10,541,97,2,52714,52541,0,
2020-04-25,1377,1374,766,15,522,68,3,54091,53915,0,
2020-04-26,1288,1288,758,13,450,63,4,55379,55203,0,
2020-04-27,1626,1625,871,11,623,115,5,57005,56828,0,
2020-04-28,1412,1412,834,19,475,78,6,58417,58240,0,
2020-04-29,1408,1408,744,4,579,79,2,59825,59648,0,
2020-04-30,1326,1326,760,5,490,68,3,61151,60974,0,
2020-05-01,1455,1454,832,8,546,64,4,62606,62428,0,
2020-05-02,1039,1038,637,8,341,52,0,63645,63466,0,
2020-05-03,999,997,600,6,358,28,5,64644,64463,0,
2020-05-04,1238,1238,722,6,465,44,1,65882,65701,0,
2020-05-05,1180,1179,678,6,442,52,1,67062,66880,0,
2020-05-06,1008,1007,577,8,379,41,2,68070,67887,0,
2020-05-07,1060,1060,636,6,347,66,5,69130,68947,0,
2020-05-08,1098,1097,656,5,381,54,1,70228,70044,0,
2020-05-09,988,988,585,9,355,35,4,71216,71032,0,
2020-05-10,891,891,539,6,300,43,3,72107,71923,0,
2020-05-11,1157,1157,677,5,425,45,5,73264,73080,0,
2020-05-12,1053,1053,611,6,379,51,6,74317,74133,0,
2020-05-13,1042,1039,603,3,398,33,2,75359,75172,0,
2020-05-14,1092,1092,627,3,402,54,6,76451,76264,0,
2020-05-15,1227,1227,721,0,449,46,11,77678,77491,0,
2020-05-16,974,974,551,2,397,23,1,78652,78465,0,
2020-05-17,903,903,522,2,342,29,8,79555,79368,0,
2020-05-18,1069,1067,586,2,440,37,2,80624,80435,0,
2020-05-19,903,903,537,3,327,34,2,81527,81338,0,
2020-05-20,1022,1022,588,1,385,47,1,82549,82360,0,
2020-05-21,815,815,523,3,264,21,4,83364,83175,0,
2020-05-22,802,801,473,0,310,14,4,84166,83976,0,
2020-05-23,683,683,443,1,216,20,3,84849,84659,0,
2020-05-24,640,638,383,0,235,18,2,85489,85297,0,
2020-05-25,792,792,475,3,283,29,2,86281,86089,0,
2020-05-26,709,709,427,1,252,24,5,86990,86798,0,
2020-05-27,692,691,397,2,278,13,1,87682,87489,1,
2020-05-28,567,567,347,2,203,14,1,88249,88056,0,
2020-05-29,686,686,375,0,249,58,4,88935,88742,0,
2020-05-30,549,545,331,2,177,33,2,89484,89287,0,
2020-05-31,423,422,267,0,136,15,4,89907,89709,0,
2020-06-01,632,632,356,5,229,36,6,90539,90341,0,
2020-06-02,479,478,307,1,145,19,6,91018,90819,0,
2020-06-03,464,464,288,3,147,23,3,91482,91283,0,
2020-06-04,426,425,241,1,160,14,9,91908,91708,0,
2020-06-05,415,411,259,1,128,20,3,92323,92119,0,
2020-06-06,362,360,221,1,102,33,3,92685,92479,0,
2020-06-07,306,304,198,1,95,9,1,92991,92783,0,
2020-06-08,392,386,242,6,104,24,10,93383,93169,0,
2020-06-09,363,360,213,3,120,21,3,93746,93529,0,
2020-06-10,419,416,223,4,128,52,9,94165,93945,0,
2020-06-11,348,345,218,3,106,13,5,94513,94290,0,
2020-06-12,364,358,209,5,109,32,3,94877,94648,0,
2020-06-13,250,249,135,1,84,25,4,95127,94897,0,
2020-06-14,281,278,161,0,95,16,6,95408,95175,0,
2020-06-15,350,347,195,2,123,22,5,95758,95522,0,
2020-06-16,321,313,185,2,93,27,6,96079,95835,0,
2020-06-17,327,321,177,0,101,39,4,96406,96156,0,
2020-06-18,266,255,152,1,76,23,3,96672,96411,0,
2020-06-19,287,286,166,0,68,44,8,96959,96697,0,
2020-06-20,246,246,147,0,64,31,4,97205,96943,0,
2020-06-21,217,216,119,0,70,23,4,97422,97159,0,
2020-06-22,277,270,141,0,101,26,2,97699,97429,0,
2020-06-23,227,222,119,0,76,25,2,97926,97651,0,
2020-06-24,210,206,113,0,61,29,3,98136,97857,0,
2020-06-25,309,306,138,0,81,85,2,98445,98163,0,
2020-06-26,153,150,60,0,66,21,3,98598,98313,,
2020-06-27,157,155,74,0,54,26,1,98755,98468,,
2020-06-28,133,129,81,0,37,9,2,98888,98597,,
2020-06-29,136,134,45,0,39,50,0,99024,98731,,
2020-06-30,148,147,49,0,37,60,1,99172,98878,,
2020-07-01,67,67,18,0,18,29,2,99239,98945,,
2020-07-02,63,62,2,0,15,44,1,99302,99007,,
2020-07-03,16,16,3,0,0,13,0,99318,99023,,
2020-07-04,0,0,0,0,0,0,0,99318,99023,,
2020-07-05,0,0,0,0,0,0,0,99318,99023,,
