date,new,NTotal_ExposureOnly,domestic-contactWithCase,domestic-contactWithTraveller,domestic-unknown,infopending,internationalTravel,cumulative,cumulativeNTotal_ExposureOnly,doubleFlagTest,shaded
2020-02-17,1,1,0,0,0,0,1,28,28,1,
2020-02-18,3,3,3,0,0,0,0,31,31,1,
2020-02-19,3,3,1,0,1,0,1,34,34,1,
2020-02-20,6,6,1,1,2,0,2,40,40,1,
2020-02-21,2,2,1,0,0,0,1,42,42,1,
2020-02-22,5,5,1,0,2,0,2,47,47,1,
2020-02-23,16,16,7,0,3,0,6,63,63,1,
2020-02-24,14,14,3,0,4,0,7,77,77,1,
2020-02-25,16,16,5,0,2,0,9,93,93,1,
2020-02-26,12,12,6,1,3,0,2,105,105,1,
2020-02-27,24,24,13,0,6,0,5,129,129,1,
2020-02-28,36,36,19,0,6,0,11,165,165,1,
2020-02-29,27,27,10,0,5,1,11,192,192,1,
2020-03-01,48,48,11,0,12,4,21,240,240,1,
2020-03-02,47,47,8,0,10,0,29,287,287,1,
2020-03-03,50,50,14,0,10,0,26,337,337,1,
2020-03-04,47,47,10,1,9,2,25,384,384,1,
2020-03-05,62,62,14,1,19,0,28,446,446,1,
2020-03-06,81,81,17,0,28,2,34,527,527,1,
2020-03-07,89,89,16,4,27,1,41,616,616,1,
2020-03-08,131,129,31,3,33,7,55,747,745,1,
2020-03-09,221,221,68,10,55,2,86,968,966,1,
2020-03-10,255,255,67,8,64,6,110,1223,1221,1,
2020-03-11,296,296,83,11,75,8,119,1519,1517,1,
2020-03-12,382,382,106,6,118,9,143,1901,1899,1,
2020-03-13,451,449,127,10,150,12,150,2352,2348,1,
2020-03-14,458,453,103,9,174,11,156,2810,2801,1,
2020-03-15,591,587,160,11,196,15,205,3401,3388,1,
2020-03-16,828,824,262,8,288,20,246,4229,4212,1,
2020-03-17,848,845,271,16,293,26,239,5077,5057,1,
2020-03-18,948,936,278,17,335,33,273,6025,5993,1,
2020-03-19,799,790,251,13,287,31,208,6824,6783,1,
2020-03-20,985,978,341,20,382,35,200,7809,7761,1,
2020-03-21,858,849,301,8,300,22,218,8667,8610,1,
2020-03-22,829,826,314,12,304,22,174,9496,9436,1,
2020-03-23,1003,1000,427,13,377,37,146,10499,10436,1,
2020-03-24,901,892,369,19,325,37,142,11400,11328,1,
2020-03-25,906,899,422,9,326,41,101,12306,12227,1,
2020-03-26,824,816,390,9,282,41,94,13130,13043,1,
2020-03-27,909,899,429,8,326,66,70,14039,13942,1,
2020-03-28,896,885,429,7,314,65,70,14935,14827,1,
2020-03-29,801,795,430,8,269,43,45,15736,15622,1,
2020-03-30,1043,1037,528,10,354,88,57,16779,16659,1,
2020-03-31,870,866,475,3,258,70,60,17649,17525,1,
2020-04-01,1216,1207,710,12,315,94,76,18865,18732,1,
2020-04-02,1061,1058,684,7,242,85,40,19926,19790,1,
2020-04-03,1263,1261,821,7,274,106,53,21189,21051,1,
2020-04-04,1098,1097,705,7,250,105,30,22287,22148,1,
2020-04-05,1017,1016,643,5,256,97,15,23304,23164,1,
2020-04-06,1330,1325,805,11,384,114,11,24634,24489,1,
2020-04-07,1201,1199,737,13,318,120,11,25835,25688,1,
2020-04-08,1333,1332,831,10,353,134,4,27168,27020,1,
2020-04-09,1382,1379,845,14,392,123,5,28550,28399,1,
2020-04-10,1603,1602,967,19,448,164,4,30153,30001,1,
2020-04-11,1552,1551,881,11,464,191,4,31705,31552,1,
2020-04-12,1397,1395,806,16,409,163,1,33102,32947,1,
2020-04-13,1943,1941,1033,32,629,241,6,35045,34888,1,
2020-04-14,1698,1697,973,21,527,174,2,36743,36585,1,
2020-04-15,1777,1772,1035,21,495,217,4,38520,38357,1,
2020-04-16,1814,1812,973,18,646,174,1,40334,40169,1,
2020-04-17,1787,1786,953,17,590,223,3,42121,41955,1,
2020-04-18,1603,1601,970,21,453,154,3,43724,43556,1,
2020-04-19,1206,1204,710,15,368,107,4,44930,44760,1,
2020-04-20,1778,1776,992,11,604,167,2,46708,46536,1,
2020-04-21,1396,1394,757,13,491,129,4,48104,47930,1,
2020-04-22,1468,1467,817,12,520,116,2,49572,49397,1,
2020-04-23,1506,1505,814,20,544,126,1,51078,50902,1,
2020-04-24,1476,1474,817,10,536,109,2,52554,52376,1,
2020-04-25,1360,1356,749,15,516,73,3,53914,53732,1,
2020-04-26,1286,1286,751,13,449,69,4,55200,55018,1,
2020-04-27,1609,1608,852,11,618,122,5,56809,56626,1,
2020-04-28,1402,1402,826,19,471,80,6,58211,58028,1,
2020-04-29,1396,1396,729,4,572,89,2,59607,59424,1,
2020-04-30,1326,1326,755,5,492,72,2,60933,60750,1,
2020-05-01,1446,1445,818,8,549,66,4,62379,62195,1,
2020-05-02,1044,1043,639,8,340,56,0,63423,63238,1,
2020-05-03,995,993,595,6,357,29,6,64418,64231,1,
2020-05-04,1235,1235,723,6,457,49,0,65653,65466,1,
2020-05-05,1177,1176,667,6,440,62,1,66830,66642,1,
2020-05-06,1001,1000,569,8,372,49,2,67831,67642,1,
2020-05-07,1061,1061,636,6,343,71,5,68892,68703,1,
2020-05-08,1088,1087,649,5,374,58,1,69980,69790,1,
2020-05-09,979,979,572,9,351,45,2,70959,70769,1,
2020-05-10,881,881,531,6,295,46,3,71840,71650,1,
2020-05-11,1159,1159,677,5,418,54,5,72999,72809,1,
2020-05-12,1046,1046,605,6,370,60,5,74045,73855,1,
2020-05-13,1033,1030,596,3,393,36,2,75078,74885,1,
2020-05-14,1083,1083,625,3,394,56,5,76161,75968,1,
2020-05-15,1223,1222,722,0,435,56,9,77384,77190,1,
2020-05-16,971,971,547,2,396,25,1,78355,78161,1,
2020-05-17,901,901,521,2,337,33,8,79256,79062,1,
2020-05-18,1065,1063,578,2,430,51,2,80321,80125,1,
2020-05-19,904,904,541,3,317,41,2,81225,81029,1,
2020-05-20,1017,1017,591,1,373,51,1,82242,82046,1,
2020-05-21,806,806,503,3,260,38,2,83048,82852,1,
2020-05-22,799,798,472,0,303,19,4,83847,83650,1,
2020-05-23,682,682,436,1,213,29,3,84529,84332,1,
2020-05-24,630,628,376,0,227,24,1,85159,84960,1,
2020-05-25,781,781,457,2,283,37,2,85940,85741,1,
2020-05-26,716,715,420,1,254,38,2,86656,86456,1,
2020-05-27,686,685,389,2,273,20,1,87342,87141,1,
2020-05-28,556,556,330,2,204,19,1,87898,87697,1,
2020-05-29,678,677,347,0,239,88,3,88576,88374,1,
2020-05-30,532,528,306,2,168,51,1,89108,88902,1,
2020-05-31,400,399,230,0,131,34,4,89508,89301,1,
2020-06-01,623,623,308,5,225,81,4,90131,89924,1,
2020-06-02,483,482,275,1,143,57,6,90614,90406,1,
2020-06-03,442,442,252,3,134,51,2,91056,90848,1,
2020-06-04,421,420,208,1,146,57,8,91477,91268,1,
2020-06-05,429,426,205,1,123,95,2,91906,91694,1,
2020-06-06,356,353,179,1,90,81,2,92262,92047,1,
2020-06-07,286,284,153,1,90,39,1,92548,92331,1,
2020-06-08,386,382,213,6,97,58,8,92934,92713,1,
2020-06-09,329,325,169,3,108,42,3,93263,93038,1,
2020-06-10,395,391,191,5,115,76,4,93658,93429,1,
2020-06-11,331,328,198,3,100,24,3,93989,93757,1,
2020-06-12,321,318,170,5,89,49,5,94310,94075,1,
2020-06-13,213,213,109,1,63,37,3,94523,94288,1,
2020-06-14,207,205,111,0,69,21,4,94730,94493,1,
2020-06-15,271,268,124,2,100,38,4,95001,94761,1,
2020-06-16,254,240,113,1,72,54,0,95255,95001,1,
2020-06-17,239,232,102,0,63,65,2,95494,95233,1,
2020-06-18,155,140,49,0,57,33,1,95649,95373,1,
2020-06-19,138,136,50,0,31,55,0,95787,95509,1,
2020-06-20,45,45,14,0,21,10,0,95832,95554,,
2020-06-21,21,21,4,0,15,2,0,95853,95575,,
2020-06-22,1,1,0,0,1,0,0,95854,95576,,
