date,new,NTotal_ExposureOnly,domestic-contactWithCase,domestic-contactWithTraveller,domestic-unknown,infopending,internationalTravel,cumulative,cumulativeNTotal_ExposureOnly,doubleFlagTest,shaded
2020-02-17,1,1,0,0,0,0,1,28,28,0,
2020-02-18,3,3,3,0,0,0,0,31,31,0,
2020-02-19,3,3,1,0,1,0,1,34,34,0,
2020-02-20,6,6,1,1,2,0,2,40,40,1,
2020-02-21,2,2,0,0,0,0,2,42,42,0,
2020-02-22,5,5,0,0,2,0,3,47,47,0,
2020-02-23,16,16,7,0,3,0,6,63,63,0,
2020-02-24,14,14,3,0,4,0,7,77,77,0,
2020-02-25,16,16,5,0,2,0,9,93,93,1,
2020-02-26,12,12,6,1,3,0,2,105,105,0,
2020-02-27,24,24,13,0,6,0,5,129,129,0,
2020-02-28,36,36,19,0,4,0,13,165,165,0,
2020-02-29,27,27,10,0,5,1,11,192,192,1,
2020-03-01,47,47,11,0,12,4,20,239,239,0,
2020-03-02,47,47,8,0,10,0,29,286,286,0,
2020-03-03,51,51,15,0,10,0,26,337,337,0,
2020-03-04,48,48,10,1,10,2,25,385,385,1,
2020-03-05,62,62,14,1,18,0,29,447,447,0,
2020-03-06,82,82,16,0,26,3,37,529,529,0,
2020-03-07,90,90,17,4,27,1,41,619,619,0,
2020-03-08,131,129,31,3,33,6,56,750,748,0,
2020-03-09,221,221,67,10,55,2,87,971,969,1,
2020-03-10,257,257,67,8,65,6,111,1228,1226,0,
2020-03-11,295,295,81,12,75,7,120,1523,1521,0,
2020-03-12,383,383,104,8,116,9,146,1906,1904,0,
2020-03-13,458,456,127,11,151,13,154,2364,2360,1,
2020-03-14,458,453,98,13,168,10,164,2822,2813,0,
2020-03-15,593,589,160,11,193,15,210,3415,3402,0,
2020-03-16,830,826,261,9,288,19,249,4245,4228,0,
2020-03-17,854,851,269,17,297,25,243,5099,5079,1,
2020-03-18,952,940,275,19,333,31,282,6051,6019,0,
2020-03-19,806,797,256,13,287,26,215,6857,6816,0,
2020-03-20,995,989,347,21,379,33,209,7852,7805,0,
2020-03-21,865,856,302,10,299,19,226,8717,8661,0,
2020-03-22,831,828,313,12,307,17,179,9548,9489,0,
2020-03-23,1014,1011,429,15,378,33,156,10562,10500,1,
2020-03-24,910,901,377,19,327,29,149,11472,11401,0,
2020-03-25,909,902,425,10,334,31,102,12381,12303,0,
2020-03-26,825,817,397,12,283,30,95,13206,13120,0,
2020-03-27,911,901,439,8,329,54,71,14117,14021,0,
2020-03-28,894,884,439,8,322,44,71,15011,14905,0,
2020-03-29,809,803,446,9,273,30,45,15820,15708,0,
2020-03-30,1038,1034,548,11,356,56,63,16858,16742,0,
2020-03-31,863,859,488,3,263,46,59,17721,17601,0,
2020-04-01,1218,1209,726,12,325,71,75,18939,18810,0,
2020-04-02,1057,1054,700,8,245,63,38,19996,19864,0,
2020-04-03,1254,1252,835,7,280,80,50,21250,21116,1,
2020-04-04,1105,1104,712,7,256,102,27,22355,22220,0,
2020-04-05,1001,1000,643,5,257,74,21,23356,23220,0,
2020-04-06,1317,1312,810,11,379,101,11,24673,24532,0,
2020-04-07,1198,1196,745,13,317,110,11,25871,25728,0,
2020-04-08,1335,1334,837,10,352,130,5,27206,27062,0,
2020-04-09,1378,1375,845,14,392,119,5,28584,28437,0,
2020-04-10,1609,1608,973,19,448,164,4,30193,30045,0,
2020-04-11,1548,1547,883,11,463,186,4,31741,31592,0,
2020-04-12,1399,1397,810,16,408,162,1,33140,32989,0,
2020-04-13,1939,1937,1036,32,630,233,6,35079,34926,0,
2020-04-14,1689,1688,970,21,523,171,3,36768,36614,0,
2020-04-15,1768,1763,1037,21,494,207,4,38536,38377,0,
2020-04-16,1815,1813,994,18,646,154,1,40351,40190,0,
2020-04-17,1804,1803,963,17,598,222,3,42155,41993,0,
2020-04-18,1606,1604,979,21,453,148,3,43761,43597,1,
2020-04-19,1201,1199,713,15,368,99,4,44962,44796,0,
2020-04-20,1777,1775,993,11,605,164,2,46739,46571,0,
2020-04-21,1394,1393,758,13,493,125,4,48133,47964,0,
2020-04-22,1469,1468,819,12,521,114,2,49602,49432,0,
2020-04-23,1507,1506,814,20,543,128,1,51109,50938,0,
2020-04-24,1476,1474,821,10,537,104,2,52585,52412,0,
2020-04-25,1365,1362,753,15,519,72,3,53950,53774,0,
2020-04-26,1288,1288,753,13,451,67,4,55238,55062,0,
2020-04-27,1606,1605,851,11,618,120,5,56844,56667,0,
2020-04-28,1403,1403,825,19,473,80,6,58247,58070,0,
2020-04-29,1398,1398,733,4,574,85,2,59645,59468,0,
2020-04-30,1324,1324,758,5,488,71,2,60969,60792,0,
2020-05-01,1449,1448,824,8,545,67,4,62418,62240,0,
2020-05-02,1043,1042,640,8,340,54,0,63461,63282,0,
2020-05-03,998,996,598,6,358,28,6,64459,64278,0,
2020-05-04,1234,1234,723,6,458,47,0,65693,65512,0,
2020-05-05,1170,1169,671,6,436,55,1,66863,66681,0,
2020-05-06,1005,1004,573,8,375,46,2,67868,67685,0,
2020-05-07,1060,1060,636,6,344,69,5,68928,68745,0,
2020-05-08,1087,1086,650,5,374,56,1,70015,69831,0,
2020-05-09,979,979,578,9,352,38,2,70994,70810,0,
2020-05-10,878,878,530,6,295,44,3,71872,71688,0,
2020-05-11,1159,1159,680,5,419,50,5,73031,72847,0,
2020-05-12,1042,1042,605,6,371,54,6,74073,73889,0,
2020-05-13,1037,1034,599,3,397,33,2,75110,74923,0,
2020-05-14,1092,1092,626,3,400,57,6,76202,76015,0,
2020-05-15,1223,1223,722,0,440,50,11,77425,77238,0,
2020-05-16,970,970,548,2,395,24,1,78395,78208,0,
2020-05-17,900,900,522,2,336,32,8,79295,79108,0,
2020-05-18,1064,1062,581,2,430,47,2,80359,80170,0,
2020-05-19,906,906,544,3,318,39,2,81265,81076,0,
2020-05-20,1019,1019,595,1,375,47,1,82284,82095,0,
2020-05-21,804,804,517,3,258,23,3,83088,82899,0,
2020-05-22,800,799,478,0,301,16,4,83888,83698,0,
2020-05-23,685,685,443,1,211,27,3,84573,84383,0,
2020-05-24,636,634,382,0,230,21,1,85209,85017,0,
2020-05-25,784,784,471,2,278,31,2,85993,85801,0,
2020-05-26,711,711,426,1,251,28,5,86704,86512,0,
2020-05-27,688,687,393,2,274,17,1,87392,87199,0,
2020-05-28,560,560,343,2,199,15,1,87952,87759,1,
2020-05-29,684,684,361,0,245,74,4,88636,88443,0,
2020-05-30,543,539,325,2,173,38,1,89179,88982,0,
2020-05-31,411,410,258,0,133,15,4,89590,89392,0,
2020-06-01,618,618,348,5,222,39,4,90208,90010,0,
2020-06-02,476,475,297,1,140,31,6,90684,90485,0,
2020-06-03,452,452,279,3,138,30,2,91136,90937,0,
2020-06-04,428,427,228,1,151,38,9,91564,91364,0,
2020-06-05,428,424,235,1,127,58,3,91992,91788,0,
2020-06-06,344,342,200,1,93,46,2,92336,92130,0,
2020-06-07,298,297,188,1,90,17,1,92634,92427,0,
2020-06-08,390,384,232,6,106,32,8,93024,92811,0,
2020-06-09,353,350,191,3,114,39,3,93377,93161,0,
2020-06-10,417,414,211,5,122,68,8,93794,93575,0,
2020-06-11,342,338,211,3,101,20,3,94136,93913,0,
2020-06-12,348,343,193,5,98,44,3,94484,94256,0,
2020-06-13,238,237,120,1,78,35,3,94722,94493,0,
2020-06-14,256,253,145,0,85,18,5,94978,94746,0,
2020-06-15,332,327,173,2,118,27,7,95310,95073,0,
2020-06-16,307,297,153,2,90,49,3,95617,95370,0,
2020-06-17,299,290,153,0,90,43,4,95916,95660,0,
2020-06-18,233,218,113,1,77,25,2,96149,95878,0,
2020-06-19,245,244,122,0,70,47,5,96394,96122,0,
2020-06-20,206,206,81,0,65,58,2,96600,96328,0,
2020-06-21,131,131,55,0,54,20,2,96731,96459,0,
2020-06-22,139,134,51,0,47,36,0,96870,96593,0,
2020-06-23,116,112,30,0,37,45,0,96986,96705,0,
2020-06-24,127,125,16,0,47,61,1,97113,96830,0,
2020-06-25,70,67,14,0,13,40,0,97183,96897,0,
2020-06-26,11,11,1,0,6,4,0,97194,96908,,
2020-06-27,1,1,1,0,0,0,0,97195,96909,,
2020-06-28,0,0,0,0,0,0,0,97195,96909,,
