date,new,NTotal_ExposureOnly,domestic-contactWithCase,domestic-contactWithTraveller,domestic-unknown,infopending,internationalTravel,cumulative,cumulativeNTotal_ExposureOnly,doubleFlagTest,shaded
2020-02-17,1,1,0,0,0,0,1,28,28,0,
2020-02-18,3,3,3,0,0,0,0,31,31,0,
2020-02-19,3,3,1,0,1,0,1,34,34,0,
2020-02-20,6,6,1,1,2,0,2,40,40,1,
2020-02-21,2,2,0,0,0,0,2,42,42,0,
2020-02-22,5,5,0,0,2,0,3,47,47,0,
2020-02-23,16,16,7,0,3,0,6,63,63,0,
2020-02-24,14,14,3,0,4,0,7,77,77,0,
2020-02-25,16,16,5,0,2,0,9,93,93,1,
2020-02-26,12,12,6,1,3,0,2,105,105,0,
2020-02-27,24,24,13,0,6,0,5,129,129,0,
2020-02-28,36,36,19,0,4,0,13,165,165,0,
2020-02-29,27,27,10,0,5,1,11,192,192,1,
2020-03-01,47,47,11,0,12,4,20,239,239,0,
2020-03-02,47,47,8,0,10,0,29,286,286,0,
2020-03-03,51,51,15,0,10,0,26,337,337,0,
2020-03-04,48,48,11,1,10,1,25,385,385,1,
2020-03-05,62,62,14,1,18,0,29,447,447,0,
2020-03-06,83,83,16,0,26,3,38,530,530,0,
2020-03-07,89,89,17,4,27,1,40,619,619,0,
2020-03-08,131,129,31,3,33,6,56,750,748,0,
2020-03-09,222,222,67,10,55,2,88,972,970,1,
2020-03-10,258,258,67,8,66,6,111,1230,1228,0,
2020-03-11,297,297,82,12,76,7,120,1527,1525,0,
2020-03-12,384,384,105,8,115,9,147,1911,1909,0,
2020-03-13,457,455,128,10,152,11,154,2368,2364,1,
2020-03-14,459,454,99,14,169,9,163,2827,2818,0,
2020-03-15,596,592,159,11,195,14,213,3423,3410,0,
2020-03-16,831,827,261,9,288,19,250,4254,4237,0,
2020-03-17,856,853,268,17,299,24,245,5110,5090,1,
2020-03-18,954,942,277,19,335,28,283,6064,6032,0,
2020-03-19,807,798,257,13,288,24,216,6871,6830,0,
2020-03-20,998,992,350,21,381,31,209,7869,7822,0,
2020-03-21,866,857,303,10,301,17,226,8735,8679,0,
2020-03-22,829,826,315,12,306,16,177,9564,9505,0,
2020-03-23,1016,1013,432,15,380,29,157,10580,10518,1,
2020-03-24,916,907,379,19,330,29,150,11496,11425,0,
2020-03-25,915,908,432,10,335,29,102,12411,12333,0,
2020-03-26,828,820,398,12,283,32,95,13239,13153,0,
2020-03-27,914,904,442,8,330,52,72,14153,14057,0,
2020-03-28,900,890,446,8,322,43,71,15053,14947,0,
2020-03-29,810,804,446,9,276,28,45,15863,15751,0,
2020-03-30,1041,1037,552,11,356,55,63,16904,16788,0,
2020-03-31,876,872,498,3,269,43,59,17780,17660,0,
2020-04-01,1219,1210,725,12,329,70,74,18999,18870,0,
2020-04-02,1062,1059,707,8,245,61,38,20061,19929,0,
2020-04-03,1259,1257,842,7,284,75,49,21320,21186,1,
2020-04-04,1104,1103,714,7,254,99,29,22424,22289,0,
2020-04-05,1003,1002,649,5,257,70,21,23427,23291,0,
2020-04-06,1319,1314,814,11,378,100,11,24746,24605,0,
2020-04-07,1198,1196,746,13,320,106,11,25944,25801,0,
2020-04-08,1332,1331,841,10,351,124,5,27276,27132,0,
2020-04-09,1378,1375,849,14,392,115,5,28654,28507,0,
2020-04-10,1610,1609,977,19,448,160,5,30264,30116,0,
2020-04-11,1550,1549,883,11,469,182,4,31814,31665,0,
2020-04-12,1403,1401,809,16,410,164,2,33217,33066,0,
2020-04-13,1919,1917,1028,32,634,217,6,35136,34983,0,
2020-04-14,1692,1691,970,21,528,169,3,36828,36674,0,
2020-04-15,1756,1751,1045,21,492,189,4,38584,38425,0,
2020-04-16,1813,1811,1002,18,643,147,1,40397,40236,0,
2020-04-17,1812,1811,978,17,596,217,3,42209,42047,0,
2020-04-18,1615,1613,983,21,460,146,3,43824,43660,1,
2020-04-19,1206,1204,722,15,368,95,4,45030,44864,0,
2020-04-20,1783,1781,994,11,612,161,3,46813,46645,0,
2020-04-21,1410,1409,775,13,497,120,4,48223,48054,0,
2020-04-22,1473,1472,825,12,524,109,2,49696,49526,0,
2020-04-23,1512,1511,817,20,548,125,1,51208,51037,0,
2020-04-24,1493,1491,842,10,541,96,2,52701,52528,0,
2020-04-25,1379,1376,767,15,521,70,3,54080,53904,0,
2020-04-26,1288,1288,758,13,450,63,4,55368,55192,0,
2020-04-27,1626,1625,871,11,623,115,5,56994,56817,0,
2020-04-28,1411,1411,833,19,475,78,6,58405,58228,0,
2020-04-29,1408,1408,743,4,580,79,2,59813,59636,0,
2020-04-30,1326,1326,760,5,490,68,3,61139,60962,0,
2020-05-01,1456,1455,832,8,547,64,4,62595,62417,0,
2020-05-02,1039,1038,637,8,341,52,0,63634,63455,0,
2020-05-03,1000,998,602,6,357,28,5,64634,64453,0,
2020-05-04,1238,1238,723,6,464,44,1,65872,65691,0,
2020-05-05,1180,1179,677,6,442,53,1,67052,66870,0,
2020-05-06,1009,1008,576,8,379,43,2,68061,67878,0,
2020-05-07,1059,1059,635,6,346,67,5,69120,68937,0,
2020-05-08,1099,1098,655,5,382,55,1,70219,70035,0,
2020-05-09,988,988,585,9,355,35,4,71207,71023,0,
2020-05-10,891,891,538,6,301,43,3,72098,71914,0,
2020-05-11,1157,1157,677,5,425,45,5,73255,73071,0,
2020-05-12,1053,1053,611,6,379,51,6,74308,74124,0,
2020-05-13,1042,1039,603,3,398,33,2,75350,75163,0,
2020-05-14,1091,1091,625,3,403,54,6,76441,76254,0,
2020-05-15,1227,1227,721,0,449,46,11,77668,77481,0,
2020-05-16,974,974,551,2,397,23,1,78642,78455,0,
2020-05-17,904,904,522,2,342,30,8,79546,79359,0,
2020-05-18,1069,1067,584,2,440,39,2,80615,80426,0,
2020-05-19,904,904,538,3,327,34,2,81519,81330,0,
2020-05-20,1021,1021,587,1,385,47,1,82540,82351,0,
2020-05-21,815,815,523,3,264,21,4,83355,83166,0,
2020-05-22,802,801,473,0,310,14,4,84157,83967,0,
2020-05-23,683,683,443,1,216,20,3,84840,84650,0,
2020-05-24,640,638,383,0,235,18,2,85480,85288,0,
2020-05-25,792,792,474,3,283,30,2,86272,86080,0,
2020-05-26,709,709,426,1,252,25,5,86981,86789,0,
2020-05-27,691,690,396,2,278,13,1,87672,87479,1,
2020-05-28,567,567,347,2,203,14,1,88239,88046,0,
2020-05-29,690,690,367,0,249,70,4,88929,88736,0,
2020-05-30,549,545,331,2,177,33,2,89478,89281,0,
2020-05-31,419,418,263,0,136,15,4,89897,89699,0,
2020-06-01,631,631,357,5,228,36,5,90528,90330,0,
2020-06-02,479,478,308,1,144,19,6,91007,90808,0,
2020-06-03,463,463,288,3,146,23,3,91470,91271,0,
2020-06-04,426,425,241,1,160,14,9,91896,91696,0,
2020-06-05,415,411,259,1,128,20,3,92311,92107,0,
2020-06-06,362,360,221,1,101,34,3,92673,92467,0,
2020-06-07,307,305,198,1,94,11,1,92980,92772,0,
2020-06-08,394,388,243,6,105,24,10,93374,93160,0,
2020-06-09,362,359,214,3,118,21,3,93736,93519,0,
2020-06-10,418,415,222,4,127,53,9,94154,93934,0,
2020-06-11,348,345,218,3,106,13,5,94502,94279,0,
2020-06-12,364,358,209,5,109,32,3,94866,94637,0,
2020-06-13,250,249,134,1,85,25,4,95116,94886,0,
2020-06-14,281,278,161,0,95,16,6,95397,95164,0,
2020-06-15,349,346,195,2,122,22,5,95746,95510,0,
2020-06-16,320,312,184,2,93,28,5,96066,95822,0,
2020-06-17,327,321,177,0,100,40,4,96393,96143,0,
2020-06-18,264,253,151,1,75,23,3,96657,96396,0,
2020-06-19,289,288,166,0,70,44,8,96946,96684,0,
2020-06-20,246,246,146,0,65,31,4,97192,96930,0,
2020-06-21,214,213,116,0,71,22,4,97406,97143,0,
2020-06-22,274,267,139,0,100,26,2,97680,97410,0,
2020-06-23,224,219,118,0,73,26,2,97904,97629,0,
2020-06-24,210,206,113,0,60,30,3,98114,97835,0,
2020-06-25,301,298,129,0,80,87,2,98415,98133,0,
2020-06-26,155,152,58,0,65,26,3,98570,98285,,
2020-06-27,155,153,72,0,52,28,1,98725,98438,,
2020-06-28,125,121,77,0,29,13,2,98850,98559,,
2020-06-29,131,129,40,0,41,48,0,98981,98688,,
2020-06-30,144,143,43,0,34,65,1,99125,98831,,
2020-07-01,45,45,12,0,11,20,2,99170,98876,,
2020-07-02,18,18,3,0,4,11,0,99188,98894,,
2020-07-03,1,1,1,0,0,0,0,99189,98895,,
,0,0,0,0,0,0,0,99189,98895,,
